danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
0.46,0.162,-17.142,0,0.0335,0.376,1.25e-05,0.181,0.102,122.767,0,0,0,0,0,1,0,0,0,0,0,0
0.424,0.579,-5.685,1,0.0269,0.433,0.0,0.957,0.262,161.999,1,0,0,0,0,0,0,0,0,0,0,0
0.696,0.746,-6.355,1,0.317,0.0336,0.0,0.0607,0.679,134.38,0,1,0,0,0,0,0,0,0,0,0,0
0.351,0.172,-17.708,1,0.0455,0.962,0.825,0.112,0.259,96.732,0,0,0,0,0,0,0,1,0,0,0,0
0.479,0.849,-3.953,0,0.0487,0.000842,0.0,0.257,0.247,74.98,0,0,0,0,0,0,0,1,0,0,0,0
0.653,0.754,-8.753,1,0.0468,0.404,0.000186,0.114,0.962,146.533,0,0,0,0,1,0,0,0,0,0,0,0
0.43,0.917,-3.801,0,0.034,0.915,0.851,0.0765,0.919,102.644,0,0,0,0,1,0,0,0,0,0,0,0
0.355,0.353,-12.428,0,0.0301,0.303,0.000412,0.164,0.165,141.473,0,1,0,0,0,0,0,0,0,0,0,0
0.731,0.823,-7.823,1,0.0375,0.00955,0.902,0.119,0.111,124.124,0,1,0,0,0,0,0,0,0,0,0,0
0.777,0.744,-11.855,0,0.0398,0.232,0.000326,0.0775,0.976,112.066,0,0,0,0,1,0,0,0,0,0,0,0
0.406,0.24,-19.233,1,0.0476,0.851,0.912,0.103,0.673,88.152,0,0,1,0,0,0,0,0,0,0,0,0
0.7,0.568,-9.804,0,0.1,0.0012,0.000305,0.887,0.861,145.495,0,0,0,0,0,0,0,0,0,0,0,1
0.407,0.953,-2.802,0,0.912,0.669,0.0,0.973,0.191,68.164,0,0,0,0,0,0,1,0,0,0,0,0
0.648,0.646,-5.26,0,0.242,0.78,0.0,0.112,0.616,102.019,0,0,0,0,0,0,0,0,1,0,0,0
0.602,0.416,-16.208,1,0.0296,0.865,0.897,0.213,0.398,152.004,0,0,0,0,0,0,0,0,0,0,0,1
0.485,0.614,-16.593,1,0.0578,0.189,0.91,0.13,0.337,113.354,0,1,0,0,0,0,0,0,0,0,0,0
0.383,0.697,-14.538,1,0.945,0.905,0.0,0.892,0.407,74.765,0,0,0,0,0,0,0,0,0,0,0,1
0.349,0.273,-11.443,1,0.0325,0.95,6.21e-05,0.146,0.493,204.922,0,0,0,0,0,0,0,1,0,0,0,0
0.473,0.9,-3.39,0,0.104,6.68e-05,0.000217,0.0615,0.468,151.988,0,1,0,0,0,0,0,0,0,0,0,0
0.645,0.517,-6.708,0,0.0273,0.522,3.27e-06,0.0905,0.259,106.906,0,0,0,0,0,0,0,0,0,1,0,0
0.55,0.187,-11.991,0,0.0261,0.938,0.00954,0.09,0.197,92.465,0,0,0,0,0,0,1,0,0,0,0,0
0.8,0.61,-9.7,1,0.0674,0.182,0.0,0.15,0.963,141.2,0,0,0,0,1,0,0,0,0,0,0,0
0.805,0.259,-14.105,0,0.13,0.0081,0.884,0.0937,0.853,126.378,0,0,0,0,0,0,1,0,0,0,0,0
0.432,0.398,-11.619,0,0.0316,0.337,0.287,0.0884,0.037,76.349,0,1,0,0,0,0,0,0,0,0,0,0
0.556,0.622,-9.179,0,0.0283,0.587,0.969,0.118,0.177,119.995,0,1,0,0,0,0,0,0,0,0,0,0
0.653,0.743,-3.478,1,0.0301,0.41,0.0,0.18,0.602,129.98,0,0,0,0,0,0,0,0,0,0,1,0
0.456,0.323,-6.764,1,0.0318,0.858,0.00913,0.146,0.363,116.903,0,0,0,0,0,0,0,0,0,0,1,0
0.178,0.973,-7.233,1,0.128,5.67e-05,0.000328,0.145,0.137,191.817,0,0,0,0,0,0,0,1,0,0,0,0
0.552,0.785,-5.351,0,0.036,0.00333,4.82e-05,0.0743,0.206,120.026,0,0,0,0,0,0,1,0,0,0,0,0
0.664,0.807,-4.855,0,0.0463,0.0173,2.98e-05,0.0893,0.641,98.017,0,0,0,0,1,0,0,0,0,0,0,0
0.46,0.859,-8.987,0,0.0286,9.63e-05,0.84,0.671,0.415,123.993,0,0,0,0,0,0,0,0,0,1,0,0
0.697,0.872,-7.305,0,0.159,0.00658,0.872,0.113,0.129,150.063,0,0,0,0,0,0,1,0,0,0,0,0
0.553,0.328,-13.892,1,0.03,0.382,0.0,0.153,0.206,92.007,0,1,0,0,0,0,0,0,0,0,0,0
0.218,0.387,-11.676,1,0.0478,0.9,0.00196,0.172,0.122,168.989,1,0,0,0,0,0,0,0,0,0,0,0
0.506,0.661,-10.868,0,0.0684,0.0317,0.0671,0.0691,0.449,179.713,0,0,0,0,0,0,0,0,0,0,1,0
0.614,0.52,-5.9,1,0.0321,0.388,0.0,0.338,0.562,119.4,0,0,1,0,0,0,0,0,0,0,0,0
0.743,0.832,-3.937,1,0.0611,0.161,0.0,0.0925,0.801,149.951,0,0,0,0,0,1,0,0,0,0,0,0
0.527,0.749,-5.774,0,0.0459,0.0145,0.542,0.129,0.0926,116.028,0,0,0,0,0,0,0,0,0,0,1,0
0.837,0.792,-6.588,1,0.17,0.00228,0.0,0.4,0.72,101.486,1,0,0,0,0,0,0,0,0,0,0,0
0.755,0.603,-12.081,0,0.0761,0.00207,0.906,0.0881,0.0592,123.998,0,0,0,0,0,0,0,0,0,0,0,1
0.461,0.966,-2.792,0,0.189,3.5e-05,3.66e-06,0.33,0.459,140.009,0,1,0,0,0,0,0,0,0,0,0,0
0.354,0.704,-6.957,1,0.0438,0.00617,0.897,0.111,0.245,128.001,0,0,0,0,0,0,1,0,0,0,0,0
0.255,0.187,-12.497,1,0.0351,0.992,0.0,0.111,0.155,86.38,0,0,0,1,0,0,0,0,0,0,0,0
0.622,0.954,-0.933,1,0.0654,0.0147,0.834,0.15,0.474,172.029,0,0,0,0,0,0,0,0,1,0,0,0
0.649,0.711,-6.698,1,0.145,0.0217,0.0,0.0827,0.466,171.841,0,0,0,0,0,0,0,0,1,0,0,0
0.429,0.436,-9.377,0,0.0317,0.0604,0.0,0.13,0.203,155.751,0,0,0,0,0,0,1,0,0,0,0,0
0.623,0.969,-2.925,1,0.0969,0.0225,0.0271,0.295,0.734,128.061,0,0,0,0,0,0,0,0,0,1,0,0
0.615,0.931,-7.613,1,0.0393,0.0414,0.000247,0.0973,0.787,119.462,0,0,0,0,0,0,0,0,0,1,0,0
0.551,0.422,-13.969,1,0.0354,0.976,0.862,0.141,0.312,74.035,0,0,0,1,0,0,0,0,0,0,0,0
0.607,0.84,-2.14,0,0.0492,0.00834,0.00109,0.353,0.451,174.038,0,0,0,0,0,0,0,0,0,0,1,0
0.578,0.221,-14.231,1,0.0342,0.801,3.27e-06,0.168,0.307,113.827,0,0,0,0,0,0,0,0,0,0,1,0
0.813,0.509,-12.016,0,0.463,0.766,0.0,0.104,0.554,94.228,0,0,0,0,1,0,0,0,0,0,0,0
0.422,0.773,-7.921,0,0.0371,0.0524,0.0166,0.107,0.186,99.004,0,0,0,0,0,0,0,1,0,0,0,0
0.64,0.315,-9.422,1,0.0328,0.655,1.63e-06,0.108,0.584,152.06,0,0,0,0,0,0,0,0,1,0,0,0
0.579,0.851,-4.981,1,0.0392,0.1,0.00321,0.25,0.77,104.021,0,0,1,0,0,0,0,0,0,0,0,0
0.936,0.827,-7.689,0,0.043,0.000465,0.0185,0.0554,0.963,128.087,0,1,0,0,0,0,0,0,0,0,0,0
0.729,0.692,-4.991,1,0.0405,0.135,0.0,0.17,0.57,95.039,0,0,1,0,0,0,0,0,0,0,0,0
0.79,0.608,-4.38,0,0.0378,0.509,0.0,0.543,0.741,136.917,1,0,0,0,0,0,0,0,0,0,0,0
0.705,0.793,-6.11,0,0.0462,0.00336,0.205,0.0794,0.539,125.01,0,0,0,0,0,0,0,0,0,0,1,0
0.308,0.302,-7.874,1,0.0343,0.86,0.0,0.121,0.425,170.841,0,0,0,0,0,0,0,1,0,0,0,0
0.794,0.188,-12.302,1,0.0951,0.873,0.779,0.0773,0.857,129.468,0,0,0,0,0,0,0,0,1,0,0,0
0.418,0.64,-6.515,1,0.036,0.717,0.00133,0.272,0.291,160.032,0,0,0,0,1,0,0,0,0,0,0,0
0.499,0.304,-11.543,1,0.0632,0.81,0.0,0.0546,0.521,129.321,1,0,0,0,0,0,0,0,0,0,0,0
0.839,0.0555,-24.751,1,0.092,0.995,0.78,0.101,0.983,111.921,0,0,0,0,0,0,0,1,0,0,0,0
0.609,0.885,-5.469,1,0.0642,0.00521,1.15e-05,0.336,0.76,124.959,1,0,0,0,0,0,0,0,0,0,0,0
0.681,0.536,-8.87,1,0.429,0.721,0.0,0.111,0.771,67.164,0,0,0,0,0,0,0,0,1,0,0,0
0.643,0.74,-3.597,1,0.0575,0.64,3.73e-06,0.153,0.382,83.97,0,0,0,0,0,0,0,1,0,0,0,0
0.694,0.856,-4.937,0,0.222,0.00198,0.000189,0.67,0.486,124.923,0,0,0,0,0,0,0,0,0,0,1,0
0.577,0.648,-7.592,0,0.0327,0.371,0.0,0.286,0.349,89.98,0,0,0,0,0,0,0,0,1,0,0,0
0.303,0.129,-18.549,0,0.0348,0.915,0.872,0.122,0.073,137.734,1,0,0,0,0,0,0,0,0,0,0,0
0.399,0.935,-3.878,1,0.0717,0.0178,1.02e-05,0.272,0.424,169.841,1,0,0,0,0,0,0,0,0,0,0,0
0.485,0.179,-23.236,0,0.0399,0.993,0.873,0.121,0.758,97.004,0,0,0,0,0,0,0,1,0,0,0,0
0.63,0.735,-7.682,0,0.0346,0.464,0.8,0.0817,0.727,106.589,0,0,1,0,0,0,0,0,0,0,0,0
0.5,0.225,-10.22,1,0.0302,0.842,0.0,0.112,0.355,173.788,1,0,0,0,0,0,0,0,0,0,0,0
0.43,0.576,-7.745,1,0.0298,0.0117,0.534,0.123,0.377,78.236,0,1,0,0,0,0,0,0,0,0,0,0
0.752,0.737,-7.862,1,0.0427,0.145,6.07e-05,0.0273,0.738,120.043,0,0,0,0,0,0,0,0,1,0,0,0
0.686,0.727,-8.201,1,0.285,0.761,0.0,0.292,0.873,149.814,0,0,0,0,1,0,0,0,0,0,0,0
0.669,0.985,-2.38,0,0.161,0.107,0.0,0.333,0.725,133.961,0,0,0,0,0,0,0,1,0,0,0,0
0.447,0.517,-6.166,1,0.0505,0.45,0.000163,0.111,0.622,121.448,0,0,0,0,0,0,0,0,0,1,0,0
0.571,0.711,-4.774,1,0.0423,0.307,0.0,0.203,0.571,143.924,0,0,0,0,0,0,0,0,1,0,0,0
0.199,0.984,-2.814,1,0.131,0.000199,1.16e-06,0.241,0.31,152.192,0,0,1,0,0,0,0,0,0,0,0,0
0.643,0.21,-12.232,1,0.0441,0.944,0.346,0.679,0.0751,100.051,1,0,0,0,0,0,0,0,0,0,0,0
0.876,0.505,-3.835,0,0.402,0.516,0.0,0.131,0.474,113.44,0,0,0,0,0,1,0,0,0,0,0,0
0.74,0.867,-4.309,1,0.0615,0.117,0.0,0.13,0.67,91.978,0,0,0,0,0,0,0,0,0,1,0,0
0.363,0.979,-5.564,0,0.141,1.24e-06,0.857,0.0558,0.634,170.022,0,0,0,0,1,0,0,0,0,0,0,0
0.384,0.993,-3.809,0,0.0814,0.0362,0.0,0.141,0.108,172.997,0,0,0,0,0,0,0,0,0,0,0,1
0.654,0.882,-10.284,1,0.0483,0.00374,0.861,0.367,0.834,130.014,0,0,0,0,1,0,0,0,0,0,0,0
0.502,0.882,-6.823,1,0.0387,0.117,0.0,0.21,0.468,87.535,0,0,1,0,0,0,0,0,0,0,0,0
0.521,0.685,-9.207,1,0.0957,0.581,0.0297,0.103,0.295,140.003,0,0,0,0,1,0,0,0,0,0,0,0
0.297,0.0915,-20.631,1,0.0325,0.94,6.85e-06,0.32,0.201,82.484,0,0,0,1,0,0,0,0,0,0,0,0
0.836,0.339,-7.913,1,0.0728,0.4,0.0,0.0675,0.798,144.039,0,0,0,0,0,0,0,1,0,0,0,0
0.458,0.828,-4.239,0,0.0409,0.354,1.12e-05,0.149,0.833,75.859,0,0,0,0,1,0,0,0,0,0,0,0
0.601,0.794,-5.844,0,0.0671,0.00987,1.36e-06,0.388,0.244,114.066,0,0,0,0,0,0,0,1,0,0,0,0
0.356,0.433,-12.637,0,0.12,0.88,0.959,0.169,0.106,72.928,0,1,0,0,0,0,0,0,0,0,0,0
0.754,0.638,-7.951,0,0.303,0.118,0.0,0.204,0.437,90.137,0,0,0,0,0,1,0,0,0,0,0,0
0.22,0.943,-5.487,1,0.136,5.53e-05,0.812,0.421,0.312,145.753,0,0,0,0,0,0,0,1,0,0,0,0
0.718,0.543,-12.414,0,0.177,0.23,0.0,0.104,0.936,160.084,0,1,0,0,0,0,0,0,0,0,0,0
0.509,0.267,-12.508,1,0.0256,0.742,0.0,0.114,0.242,81.958,0,0,0,1,0,0,0,0,0,0,0,0
0.535,0.886,-6.101,1,0.0466,0.00721,0.0,0.146,0.306,136.014,0,0,0,0,0,0,0,0,0,1,0,0
0.422,0.415,-8.27,1,0.0426,0.623,0.0,0.0998,0.129,105.497,0,0,0,0,0,0,1,0,0,0,0,0
0.576,0.317,-14.689,0,0.0857,0.79,0.000485,0.218,0.329,150.194,0,0,0,0,0,0,0,1,0,0,0,0
0.639,0.459,-10.431,1,0.0298,0.86,0.002,0.0781,0.294,95.01,0,0,0,0,1,0,0,0,0,0,0,0
0.18,0.882,-10.28,0,0.0419,0.00316,0.597,0.128,0.402,133.155,0,0,0,0,0,0,0,1,0,0,0,0
0.398,0.533,-11.413,1,0.0469,0.0781,0.855,0.423,0.219,97.982,0,0,0,0,0,0,0,0,1,0,0,0
0.318,0.0543,-24.681,1,0.0385,0.991,0.932,0.111,0.0388,67.716,0,0,0,0,0,0,0,0,1,0,0,0
0.451,0.436,-8.206,1,0.0242,0.413,1.28e-06,0.161,0.181,150.473,0,0,0,0,0,0,0,0,0,0,1,0
0.647,0.165,-16.328,1,0.0315,0.894,0.00187,0.116,0.59,75.978,0,0,0,0,0,0,0,0,0,0,1,0
0.641,0.593,-6.412,1,0.0784,0.0285,0.0,0.11,0.395,138.091,0,1,0,0,0,0,0,0,0,0,0,0
0.746,0.855,-7.097,0,0.0412,0.216,0.845,0.0882,0.582,125.954,0,1,0,0,0,0,0,0,0,0,0,0
0.669,0.394,-15.018,1,0.158,0.758,0.00224,0.0804,0.324,126.049,1,0,0,0,0,0,0,0,0,0,0,0
0.922,0.909,-2.429,0,0.27,0.0281,0.0,0.0856,0.309,95.295,0,0,0,0,0,0,0,0,0,0,1,0
0.778,0.304,-15.091,0,0.0482,0.394,0.841,0.162,0.426,86.112,1,0,0,0,0,0,0,0,0,0,0,0
0.29,0.553,-10.228,1,0.0314,0.261,1.03e-05,0.637,0.351,152.337,0,0,0,0,0,0,0,0,0,1,0,0
0.713,0.532,-9.054,0,0.0268,0.23,0.0,0.0742,0.567,116.055,0,0,1,0,0,0,0,0,0,0,0,0
0.727,0.62,-6.443,1,0.306,0.398,0.0,0.0926,0.555,105.003,0,0,0,0,0,0,0,0,1,0,0,0
0.758,0.862,-6.573,1,0.0518,0.0193,0.38,0.406,0.371,149.992,1,0,0,0,0,0,0,0,0,0,0,0
0.213,0.907,-6.146,1,0.078,2.5e-05,0.807,0.121,0.091,159.903,0,0,0,0,0,0,1,0,0,0,0,0
0.598,0.904,-2.921,0,0.886,0.808,0.0,0.956,0.771,86.086,0,0,0,0,0,0,0,1,0,0,0,0
0.677,0.823,-4.997,1,0.0375,0.109,6.44e-06,0.165,0.174,128.01,1,0,0,0,0,0,0,0,0,0,0,0
0.474,0.92,-6.793,1,0.0314,0.00229,0.00016,0.134,0.576,148.058,0,0,1,0,0,0,0,0,0,0,0,0
0.409,0.996,-0.636,0,0.172,5.09e-06,0.383,0.272,0.218,92.072,0,0,0,0,0,0,0,0,0,1,0,0
0.535,0.831,-6.498,1,0.0591,0.0784,0.0,0.077,0.568,96.056,0,0,1,0,0,0,0,0,0,0,0,0
0.427,0.93,-5.988,1,0.0745,1.12e-05,3.22e-05,0.439,0.345,140.934,0,1,0,0,0,0,0,0,0,0,0,0
0.563,0.924,-2.703,1,0.0412,0.000917,0.583,0.0352,0.26,119.089,0,0,1,0,0,0,0,0,0,0,0,0
0.677,0.827,-3.344,0,0.041,0.109,0.0,0.344,0.843,135.123,0,0,0,0,0,0,0,0,0,1,0,0
0.428,0.905,-7.964,0,0.0986,0.0323,1.41e-05,0.213,0.852,176.418,0,1,0,0,0,0,0,0,0,0,0,0
0.519,0.463,-8.88,0,0.0264,0.327,0.0,0.106,0.224,94.965,0,0,0,0,0,0,1,0,0,0,0,0
0.87,0.146,-11.877,0,0.22,0.499,0.941,0.105,0.889,80.087,0,0,0,0,0,0,0,0,1,0,0,0
0.287,0.78,-6.493,1,0.0469,0.049,3.71e-05,0.184,0.383,167.278,0,0,0,0,0,0,0,1,0,0,0,0
0.576,0.504,-8.346,1,0.0343,0.00676,0.00434,0.0877,0.31,76.241,0,0,0,0,0,0,0,0,0,1,0,0
0.669,0.866,-6.628,1,0.0499,0.0589,0.0,0.0463,0.288,119.992,0,0,1,0,0,0,0,0,0,0,0,0
0.62,0.717,-10.788,1,0.747,0.887,0.0,0.747,0.873,114.973,0,1,0,0,0,0,0,0,0,0,0,0
0.434,0.707,-6.52,1,0.0371,0.0103,0.0,0.0819,0.257,159.748,0,0,1,0,0,0,0,0,0,0,0,0
0.672,0.794,-9.037,0,0.0353,0.000749,0.00714,0.0467,0.963,95.002,0,1,0,0,0,0,0,0,0,0,0,0
0.849,0.832,-7.623,0,0.125,0.166,0.515,0.107,0.841,134.018,0,0,0,0,1,0,0,0,0,0,0,0
0.161,0.495,-27.563,0,0.0625,0.914,0.885,0.442,0.00295,128.695,1,0,0,0,0,0,0,0,0,0,0,0
0.328,0.345,-11.562,0,0.06,0.245,0.0,0.106,0.296,81.929,0,0,0,0,0,0,0,0,0,0,0,1
0.513,0.879,-6.345,1,0.0572,0.68,6.04e-06,0.97,0.663,149.992,0,0,0,0,0,0,0,0,0,1,0,0
0.632,0.708,-5.247,1,0.0829,0.0492,0.00306,0.125,0.687,95.03,0,1,0,0,0,0,0,0,0,0,0,0
0.761,0.635,-6.48,1,0.0409,0.616,4.42e-05,0.118,0.93,106.671,0,0,1,0,0,0,0,0,0,0,0,0
0.664,0.792,-5.294,1,0.0283,0.184,0.000417,0.106,0.86,139.961,0,0,0,0,0,0,1,0,0,0,0,0
0.571,0.763,-6.66,1,0.05,0.0421,0.0,0.394,0.21,99.955,0,0,0,0,0,0,0,0,0,1,0,0
0.38,0.868,-3.257,1,0.102,0.00337,0.33,0.0609,0.071,173.884,1,0,0,0,0,0,0,0,0,0,0,0
0.533,0.768,-7.223,1,0.0542,0.163,0.0,0.0847,0.396,140.005,0,0,0,0,0,0,0,0,0,1,0,0
0.391,0.568,-6.698,1,0.031,0.0477,2.35e-05,0.538,0.129,142.977,1,0,0,0,0,0,0,0,0,0,0,0
0.467,0.965,-5.915,0,0.0427,0.00512,0.898,0.0488,0.441,121.988,0,0,0,0,0,0,1,0,0,0,0,0
0.494,0.786,-4.289,1,0.284,0.165,0.0,0.783,0.594,81.175,0,0,0,0,0,0,0,0,0,0,0,1
0.548,0.952,-6.934,1,0.339,0.182,0.0,0.971,0.635,143.968,0,0,0,0,0,0,0,1,0,0,0,0
0.211,0.96,-4.323,1,0.0661,1.75e-06,0.825,0.39,0.395,125.699,1,0,0,0,0,0,0,0,0,0,0,0
0.502,0.202,-19.155,0,0.0578,0.835,0.853,0.077,0.305,186.654,1,0,0,0,0,0,0,0,0,0,0,0
0.729,0.573,-9.733,1,0.355,0.0489,0.0,0.314,0.555,87.942,0,0,0,0,0,0,0,1,0,0,0,0
0.624,0.749,-8.923,1,0.0631,0.467,0.0,0.859,0.524,94.79,0,0,1,0,0,0,0,0,0,0,0,0
0.333,0.0133,-26.272,1,0.041,0.96,0.907,0.128,0.0666,78.329,0,0,0,0,0,1,0,0,0,0,0,0
0.251,0.00627,-29.792,0,0.0295,0.64,0.933,0.112,0.0463,143.844,0,0,0,0,0,0,0,1,0,0,0,0
0.461,0.644,-6.12,1,0.0482,0.138,0.054,0.142,0.0372,122.012,0,0,0,0,0,0,0,0,0,1,0,0
0.763,0.556,-10.341,1,0.0663,0.884,0.0959,0.282,0.924,167.853,0,0,0,0,0,0,0,1,0,0,0,0
0.823,0.886,-2.748,1,0.0391,0.095,0.0,0.203,0.655,127.916,0,1,0,0,0,0,0,0,0,0,0,0
0.445,0.977,-2.674,1,0.0995,0.000347,0.0235,0.126,0.239,105.825,1,0,0,0,0,0,0,0,0,0,0,0
0.544,0.732,-6.658,0,0.0365,0.00149,0.25,0.111,0.231,112.998,0,0,0,0,0,0,0,0,0,0,1,0
0.408,0.729,-4.918,1,0.0302,0.00731,3.98e-06,0.172,0.279,145.055,0,1,0,0,0,0,0,0,0,0,0,0
0.432,0.921,-11.243,1,0.939,0.849,0.0,0.462,0.18,68.243,0,0,1,0,0,0,0,0,0,0,0,0
0.622,0.665,-8.752,0,0.0362,0.16,0.936,0.279,0.457,115.014,0,0,0,0,0,0,0,0,0,0,0,1
0.745,0.964,-5.607,1,0.0526,2.82e-05,0.879,0.111,0.0361,129.002,0,0,0,0,0,1,0,0,0,0,0,0
0.53,0.908,-4.595,0,0.0377,0.468,7.69e-05,0.886,0.912,79.97,0,0,1,0,0,0,0,0,0,0,0,0
0.517,0.566,-9.49,0,0.0817,0.878,0.915,0.166,0.33,77.536,0,0,0,0,0,0,0,0,0,1,0,0
0.559,0.746,-3.716,0,0.0501,0.346,0.000118,0.21,0.342,119.994,0,0,0,0,1,0,0,0,0,0,0,0
0.795,0.725,-5.794,0,0.265,0.44,0.0,0.511,0.758,128.778,0,0,0,0,0,0,0,0,0,1,0,0
0.332,0.977,-4.824,1,0.103,0.000215,7.91e-06,0.348,0.436,99.958,0,0,0,0,0,0,0,0,1,0,0,0
0.289,0.43,-6.818,1,0.0332,0.624,0.0,0.101,0.531,169.511,0,0,0,0,0,0,0,0,0,0,1,0
0.411,0.906,-11.763,1,0.159,1.87e-06,0.957,0.0755,0.321,122.028,0,1,0,0,0,0,0,0,0,0,0,0
0.368,0.936,-3.207,1,0.0623,0.0146,0.00192,0.0923,0.568,164.427,0,0,0,0,1,0,0,0,0,0,0,0
0.685,0.0973,-18.076,1,0.0337,0.877,2.73e-06,0.0999,0.271,147.683,0,0,0,0,1,0,0,0,0,0,0,0
0.138,0.907,-6.708,0,0.176,0.000915,0.955,0.0774,0.0692,77.985,0,0,0,0,0,0,0,0,0,0,0,1
0.3,0.623,-7.534,0,0.0313,0.000952,0.945,0.0908,0.0346,156.038,0,0,1,0,0,0,0,0,0,0,0,0
0.37,0.492,-14.412,0,0.0499,0.00277,0.342,0.0897,0.329,134.34,0,0,0,0,0,0,0,0,0,0,1,0
0.39,0.282,-16.724,1,0.0396,0.91,0.923,0.111,0.397,78.161,1,0,0,0,0,0,0,0,0,0,0,0
0.606,0.85,-3.952,1,0.183,0.0114,1.01e-06,0.206,0.542,170.01,0,0,0,0,0,0,0,0,0,0,0,1
0.654,0.795,-7.301,1,0.92,0.843,0.0,0.804,0.701,132.912,0,1,0,0,0,0,0,0,0,0,0,0
0.163,0.0342,-28.945,1,0.0492,0.876,0.956,0.113,0.0498,86.837,0,0,0,1,0,0,0,0,0,0,0,0
0.565,0.95,-3.604,0,0.125,0.057,0.000186,0.244,0.508,164.924,0,0,0,0,0,0,0,0,0,1,0,0
0.631,0.962,1.028,1,0.133,0.00376,0.513,0.0716,0.134,99.939,1,0,0,0,0,0,0,0,0,0,0,0
0.533,0.892,-6.001,1,0.209,0.00263,0.66,0.15,0.0382,184.92,0,0,0,0,0,0,0,1,0,0,0,0
0.827,0.296,-14.082,1,0.196,0.741,0.000799,0.118,0.688,81.357,0,0,0,0,0,1,0,0,0,0,0,0
0.695,0.792,-8.24,1,0.0902,0.481,5.65e-05,0.185,0.284,140.005,0,0,0,0,0,0,0,0,0,0,0,1
0.577,0.733,-9.729,1,0.93,0.716,0.0,0.669,0.652,58.189,0,0,0,0,0,0,0,0,1,0,0,0
0.439,0.803,-5.073,1,0.0414,0.000445,0.0,0.0556,0.543,150.061,0,0,1,0,0,0,0,0,0,0,0,0
0.446,0.933,-3.605,0,0.0537,2.55e-05,9.67e-05,0.085,0.753,159.961,0,0,0,0,0,0,0,0,0,1,0,0
0.308,0.981,-3.476,1,0.363,0.00304,0.0,0.131,0.0758,150.27,1,0,0,0,0,0,0,0,0,0,0,0
0.607,0.647,-7.17,0,0.0452,0.138,0.00102,0.255,0.689,92.915,0,0,0,0,0,0,0,1,0,0,0,0
0.753,0.756,-11.116,0,0.0956,0.00663,0.841,0.193,0.206,171.07,0,0,0,0,0,0,0,0,0,1,0,0
0.58,0.778,-7.148,1,0.0482,0.728,0.0,0.739,0.859,167.999,0,0,0,0,0,0,0,0,0,0,0,1
0.715,0.758,-7.52,1,0.0319,0.0162,0.0294,0.119,0.978,133.622,0,0,1,0,0,0,0,0,0,0,0,0
0.74,0.545,-8.204,1,0.0403,0.656,0.0,0.165,0.829,103.982,0,0,0,1,0,0,0,0,0,0,0,0
0.88,0.602,-5.89,1,0.255,0.115,8.97e-06,0.144,0.815,89.031,1,0,0,0,0,0,0,0,0,0,0,0
0.455,0.106,-14.086,1,0.0422,0.986,0.0,0.122,0.258,66.807,0,0,1,0,0,0,0,0,0,0,0,0
0.763,0.786,-6.472,0,0.229,0.0146,0.0114,0.0817,0.504,93.857,0,0,0,0,0,0,0,0,0,0,1,0
0.677,0.609,-5.567,1,0.0562,0.67,0.0,0.0707,0.661,113.206,0,0,0,0,0,0,0,0,0,0,0,1
0.471,0.985,-1.466,0,0.0523,0.00134,0.0142,0.432,0.583,174.982,0,0,0,0,0,0,0,0,0,0,0,1
0.862,0.436,-6.166,0,0.0508,0.727,0.000166,0.125,0.739,89.026,0,0,0,1,0,0,0,0,0,0,0,0
0.283,0.918,-3.118,0,0.196,0.071,0.0744,0.143,0.0559,171.932,0,1,0,0,0,0,0,0,0,0,0,0
0.757,0.776,-9.049,1,0.0474,0.366,0.0,0.146,0.95,121.356,0,0,0,0,0,0,0,0,0,1,0,0
0.543,0.828,-6.98,0,0.731,0.816,0.0,0.748,0.691,130.355,0,0,0,0,0,0,0,0,0,0,1,0
0.351,0.481,-2.719,1,0.0485,0.697,0.0,0.327,0.777,199.258,0,0,0,0,0,0,0,0,0,0,0,1
0.672,0.729,-5.617,1,0.0339,0.0409,0.00216,0.0984,0.841,117.98,0,0,0,0,0,0,0,1,0,0,0,0
0.114,0.949,-17.787,0,0.0634,0.149,0.965,0.643,1e-05,95.325,0,0,0,0,0,0,1,0,0,0,0,0
0.492,0.859,-3.987,0,0.0539,0.303,0.0,0.295,0.477,124.993,0,0,0,0,0,1,0,0,0,0,0,0
0.44,0.139,-17.769,1,0.0337,0.968,6.73e-05,0.121,0.255,76.013,0,0,1,0,0,0,0,0,0,0,0,0
0.81,0.561,-8.145,0,0.0614,0.891,0.0908,0.382,0.794,70.014,0,0,0,0,0,0,0,0,1,0,0,0
0.341,0.924,-4.684,0,0.0902,1.06e-06,1.43e-06,0.447,0.0305,123.909,0,0,0,0,0,1,0,0,0,0,0,0
0.404,0.962,-3.308,1,0.0774,0.000647,0.000178,0.0924,0.409,150.028,0,0,1,0,0,0,0,0,0,0,0,0
0.749,0.795,-9.396,0,0.0348,0.0874,4.84e-05,0.221,0.7,123.029,0,0,0,0,0,0,1,0,0,0,0,0
0.744,0.442,-8.01,1,0.377,0.293,0.0,0.138,0.16,95.574,1,0,0,0,0,0,0,0,0,0,0,0
0.631,0.879,-5.476,0,0.0324,0.329,0.000378,0.0805,0.847,156.12,0,0,0,0,0,0,1,0,0,0,0,0
